ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
20,rl,22692,pave,ir1,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,5,5,1953,1953,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,587.0,unf,0.0,486.0,1073.0,gasa,ta,y,sbrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,ta,6,mod,1,ta,detchd,1953.0,unf,2.0,649.0,ta,ta,p,0,64,0,0,0,0,0,3,2007,cod,130000
70,rm,9600,pave,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,7,7,1925,1990,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,brktil,ta,gd,no,lwq,16.0,unf,0.0,712.0,728.0,gasa,ex,y,sbrkr,832,809,0,1641,0.0,1.0,1,1,3,1,ex,6,typ,1,gd,detchd,1925.0,unf,2.0,546.0,fa,ta,y,0,0,234,0,0,0,0,8,2006,wd ,178000
60,rl,13830,pave,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,5,5,1997,1998,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,glq,791.0,unf,0.0,137.0,928.0,gasa,gd,y,sbrkr,928,701,0,1629,0.0,0.0,2,1,3,1,ta,6,typ,1,ta,attchd,1997.0,fin,2.0,482.0,ta,ta,y,212,34,0,0,0,0,0,3,2010,wd ,189900
120,rm,4435,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,twnhse,1story,6,5,2003,2004,gable,compshg,vinylsd,vinylsd,brkface,170.0,gd,ta,pconc,gd,ta,av,glq,685.0,unf,0.0,163.0,848.0,gasa,ex,y,sbrkr,848,0,0,848,1.0,0.0,1,0,1,1,gd,4,typ,0,none,attchd,2003.0,fin,2.0,420.0,ta,ta,y,140,0,0,0,0,0,0,6,2009,wd ,144000
30,rm,5890,pave,reg,lvl,allpub,corner,gtl,idotrr,norm,norm,1fam,1story,6,8,1930,2007,gable,compshg,wd sdng,wd sdng,none,0.0,gd,gd,brktil,ta,ta,av,alq,538.0,unf,0.0,278.0,816.0,gasa,ex,y,sbrkr,816,0,0,816,0.0,0.0,1,0,2,1,ta,5,typ,0,none,detchd,2002.0,unf,1.0,432.0,ta,ta,y,0,0,96,0,0,0,0,6,2008,wd ,120500
20,rl,10859,pave,reg,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,1story,5,5,1994,1995,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1097.0,1097.0,gasa,ex,y,sbrkr,1097,0,0,1097,0.0,0.0,1,1,3,1,ta,6,typ,0,none,attchd,1995.0,unf,2.0,672.0,ta,ta,y,392,64,0,0,0,0,0,6,2009,wd ,145000
120,rl,5330,pave,reg,lvl,allpub,inside,gtl,stonebr,norm,norm,twnhse,1story,8,5,2000,2000,gable,compshg,cemntbd,cmentbd,none,0.0,gd,ta,pconc,gd,ta,av,glq,1196.0,unf,0.0,298.0,1494.0,gasa,ex,y,sbrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,ex,6,typ,0,none,attchd,2000.0,rfn,2.0,499.0,ta,ta,y,96,48,0,0,0,0,0,8,2007,wd ,251000
90,rl,10778,pave,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,duplex,1story,4,5,1968,1968,hip,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1768.0,1768.0,gasa,ta,n,sbrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,ta,8,typ,0,none,0,1973.293236964378,0,0.0,0.0,0,0,y,0,0,0,0,0,0,0,4,2010,wd ,136500
90,rl,6845,pave,reg,lvl,allpub,inside,gtl,edwards,norm,norm,duplex,1story,4,5,1955,1955,gable,compshg,wdshing,wd shng,brkcmn,58.0,ta,ta,slab,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,ta,n,fusef,1152,0,0,1152,0.0,0.0,2,0,2,2,ta,6,typ,0,none,0,1960.293236964378,0,0.0,0.0,0,0,n,0,0,0,0,0,0,0,7,2008,wd ,82500
30,i (all),21780,grvl,reg,lvl,nosewr,inside,gtl,idotrr,norm,norm,1fam,1story,2,4,1910,1950,gable,compshg,wd sdng,wd sdng,none,0.0,fa,fa,cblock,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,ta,n,fusea,810,0,0,810,0.0,0.0,1,0,1,1,ta,4,min1,0,none,detchd,1975.0,unf,1.0,280.0,ta,ta,n,119,24,0,0,0,0,0,3,2009,conld,57625
120,rl,10307,pave,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,7,5,2007,2008,gable,compshg,vinylsd,vinylsd,stone,176.0,gd,ta,pconc,gd,ta,no,glq,876.0,unf,0.0,474.0,1350.0,gasa,ex,y,sbrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2008.0,rfn,2.0,484.0,ta,ta,y,192,26,0,0,0,0,0,5,2009,wd ,212500
120,rm,4500,pave,reg,lvl,allpub,fr2,gtl,mitchel,norm,norm,twnhs,1story,6,5,1998,1998,hip,compshg,vinylsd,vinylsd,brkface,116.0,ta,ta,pconc,ex,ta,no,glq,897.0,unf,0.0,319.0,1216.0,gasa,ex,y,sbrkr,1216,0,0,1216,1.0,0.0,2,0,2,1,ta,5,typ,0,none,attchd,1998.0,unf,2.0,402.0,ta,ta,y,0,125,0,0,0,0,0,5,2006,wd ,164000
50,rm,9060,pave,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1.5fin,6,5,1957,1957,gable,compshg,metalsd,metalsd,brkface,327.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,967.0,967.0,gasa,gd,y,sbrkr,967,671,0,1638,0.0,0.0,2,0,4,1,gd,6,typ,0,none,detchd,1957.0,unf,1.0,384.0,ta,ta,y,0,21,0,0,0,0,0,4,2006,wd ,139000
160,fv,2160,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhs,2story,7,5,1999,2000,gable,compshg,metalsd,metalsd,brkface,212.0,gd,ta,pconc,gd,ta,no,blq,510.0,unf,0.0,90.0,600.0,gasa,ex,y,sbrkr,624,628,0,1252,1.0,0.0,2,1,2,1,gd,4,typ,0,none,detchd,1999.0,unf,2.0,462.0,ta,ta,y,0,48,0,0,0,0,0,3,2008,wd ,160000
85,rl,7669,pave,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,sfoyer,5,6,1992,1993,gable,compshg,hdboard,wd shng,none,0.0,ta,ta,pconc,gd,ta,av,glq,718.0,lwq,110.0,0.0,828.0,gasa,ta,y,sbrkr,883,0,0,883,1.0,0.0,1,0,2,1,ta,5,typ,1,fa,detchd,1998.0,unf,2.0,698.0,ta,ta,y,100,32,0,0,0,0,0,6,2009,wd ,149000
20,rl,9858,pave,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,5,6,1968,1968,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,blq,510.0,unf,0.0,354.0,864.0,gasa,ta,y,sbrkr,874,0,0,874,1.0,0.0,1,0,3,1,ta,5,typ,0,none,attchd,1968.0,rfn,1.0,288.0,ta,ta,y,33,0,0,0,0,0,600,11,2009,wd ,130000
70,rm,10300,pave,ir1,bnk,allpub,inside,gtl,oldtown,rran,feedr,1fam,2story,7,6,1921,1950,gable,compshg,stucco,stucco,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,576.0,576.0,gasa,gd,y,sbrkr,902,808,0,1710,0.0,0.0,2,0,3,1,ta,9,typ,0,none,detchd,1990.0,unf,2.0,480.0,ta,ta,y,12,11,64,0,0,0,0,4,2010,wd ,140000
20,fv,8125,pave,reg,lvl,allpub,corner,gtl,somerst,norm,norm,1fam,1story,8,5,2008,2009,hip,compshg,vinylsd,vinylsd,brkface,288.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1836.0,1836.0,gasa,ex,y,sbrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2009.0,fin,2.0,517.0,ta,ta,y,0,175,0,0,0,0,0,10,2009,new,264500
20,rl,14850,pave,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1957,1957,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,rec,895.0,unf,0.0,197.0,1092.0,gasa,ta,y,fusea,1092,0,0,1092,1.0,0.0,1,0,2,1,ta,6,typ,1,ta,attchd,1957.0,fin,1.0,299.0,ta,ta,y,268,0,0,0,122,0,0,5,2006,wd ,141000
120,fv,4274,pave,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,twnhse,1story,7,5,2006,2007,gable,compshg,vinylsd,vinylsd,0,0.0,gd,ta,pconc,gd,ta,no,glq,1106.0,unf,0.0,135.0,1241.0,gasa,ex,y,sbrkr,1241,0,0,1241,1.0,0.0,1,1,1,1,gd,4,typ,0,none,attchd,2007.0,fin,2.0,569.0,ta,ta,y,0,116,0,0,0,0,0,11,2007,new,199900
20,rl,9650,pave,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,6,5,1977,1977,gable,compshg,plywood,plywood,brkface,360.0,ta,ta,cblock,gd,ta,no,alq,686.0,unf,0.0,664.0,1350.0,gasa,ta,y,sbrkr,1334,0,0,1334,0.0,1.0,2,0,2,1,ta,6,typ,1,ta,attchd,1977.0,rfn,2.0,630.0,ta,ta,y,0,16,0,0,0,0,0,4,2009,wd ,167900
20,rl,14585,pave,ir1,lvl,allpub,culdsac,gtl,names,norm,norm,1fam,1story,6,6,1960,1987,gable,compshg,wd sdng,wd sdng,brkface,85.0,ta,ta,cblock,ta,ta,no,blq,594.0,rec,219.0,331.0,1144.0,gasa,ex,y,sbrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,gd,7,typ,2,gd,attchd,1960.0,unf,2.0,572.0,ta,ta,y,216,110,0,0,0,0,0,6,2007,wd ,181900
20,fv,9000,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,36.0,gd,ta,pconc,gd,ta,av,glq,1078.0,unf,0.0,488.0,1566.0,gasa,ex,y,sbrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,gd,7,typ,0,none,attchd,2008.0,rfn,2.0,750.0,ta,ta,y,144,168,0,0,0,0,0,4,2010,wd ,262500
60,rl,13774,pave,ir1,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,2story,7,7,1977,1992,hip,compshg,hdboard,hdboard,brkface,283.0,ta,gd,pconc,gd,ta,no,glq,432.0,unf,0.0,476.0,908.0,gasa,ex,y,sbrkr,1316,972,0,2288,0.0,0.0,1,2,4,1,gd,8,typ,2,ta,attchd,1977.0,rfn,2.0,520.0,ta,ta,y,321,72,0,0,156,0,0,11,2009,wd ,230000
120,fv,5119,pave,ir1,lvl,allpub,culdsac,gtl,somerst,norm,norm,twnhse,1story,9,5,1999,2000,gable,compshg,metalsd,metalsd,brkface,60.0,gd,ta,pconc,ex,ta,av,glq,1238.0,unf,0.0,460.0,1698.0,gasa,ex,y,sbrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,gd,5,typ,1,ta,attchd,1999.0,fin,2.0,506.0,ta,ta,y,97,65,0,0,0,0,0,1,2008,cwd,328900
20,rl,9254,pave,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,8,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,210.0,gd,ta,pconc,gd,ta,no,glq,119.0,unf,0.0,1602.0,1721.0,gasa,ex,y,sbrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,gd,7,typ,0,none,attchd,2005.0,rfn,2.0,554.0,ta,ta,y,168,27,0,0,0,0,0,1,2007,wd ,232698
20,rl,10324,pave,ir1,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,brkface,140.0,gd,ta,pconc,gd,ta,av,glq,872.0,unf,0.0,382.0,1254.0,gasa,ex,y,sbrkr,1254,0,0,1254,1.0,0.0,2,0,2,1,gd,5,typ,0,none,attchd,2008.0,rfn,3.0,810.0,ta,ta,y,168,92,0,0,0,0,0,3,2009,wd ,221800
50,rl,8375,pave,reg,lvl,allpub,corner,gtl,sawyer,norm,norm,1fam,1.5fin,5,7,1941,1973,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,brktil,ta,ta,no,alq,336.0,unf,0.0,240.0,576.0,gasa,gd,y,sbrkr,864,486,0,1350,1.0,0.0,1,1,2,1,gd,6,min1,0,none,2types,1973.0,unf,3.0,627.0,ta,ta,n,0,0,0,0,0,0,0,6,2008,wd ,152400
20,rl,9750,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,2000,2001,gable,compshg,vinylsd,vinylsd,brkface,171.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1630.0,1630.0,gasa,ex,y,sbrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,gd,6,typ,1,ta,attchd,2000.0,unf,2.0,451.0,ta,ta,y,74,234,0,0,0,0,0,10,2009,wd ,213000
60,rl,7632,pave,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,96.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,784.0,784.0,gasa,ex,y,sbrkr,831,754,0,1585,0.0,0.0,2,1,3,1,gd,7,typ,0,none,attchd,2005.0,rfn,2.0,449.0,ta,ta,y,100,77,0,0,0,0,0,3,2006,wd ,184900
190,rl,15750,pave,reg,lvl,allpub,corner,gtl,crawfor,norm,norm,2fmcon,1story,5,5,1953,1953,hip,compshg,metalsd,metalsd,brkface,56.0,ta,ta,cblock,ta,ta,mn,blq,841.0,unf,0.0,324.0,1165.0,gasa,ta,y,sbrkr,1336,0,0,1336,1.0,0.0,1,0,2,1,ta,5,typ,2,gd,attchd,1953.0,unf,1.0,375.0,ta,ta,y,0,0,0,0,0,0,0,6,2006,wd ,157000
20,rl,9240,pave,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1962,2002,hip,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,blq,612.0,unf,0.0,252.0,864.0,gasa,gd,y,sbrkr,1211,0,0,1211,0.0,0.0,1,0,2,1,ta,6,min1,1,ta,detchd,1972.0,unf,2.0,576.0,ta,ta,y,161,0,0,0,0,0,0,3,2006,wd ,144000
20,rl,10400,pave,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,6,5,1979,1999,gable,compshg,metalsd,metalsd,brkface,253.0,ta,ta,cblock,gd,ta,no,glq,903.0,unf,0.0,356.0,1259.0,gasa,ex,y,sbrkr,1353,0,0,1353,1.0,0.0,2,0,2,1,ta,5,typ,1,ta,attchd,1979.0,rfn,2.0,478.0,ta,ta,y,240,141,0,0,0,0,0,8,2007,wd ,192350
20,rl,8800,pave,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,7,6,1966,1966,hip,compshg,hdboard,plywood,brkface,202.0,ta,ta,cblock,ta,ta,no,blq,654.0,unf,0.0,520.0,1174.0,gasa,ex,y,sbrkr,1200,0,0,1200,0.0,1.0,2,0,3,1,ta,6,typ,1,ta,attchd,1966.0,rfn,2.0,440.0,ta,ta,y,0,0,0,0,0,0,0,10,2007,cwd,163500
60,rl,11839,pave,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,1990,1990,hip,compshg,hdboard,hdboard,brkface,99.0,ta,ta,pconc,gd,ta,no,glq,1085.0,unf,0.0,390.0,1475.0,gasa,ex,y,sbrkr,1532,797,0,2329,1.0,0.0,2,1,4,1,gd,10,typ,1,ex,attchd,1990.0,unf,2.0,514.0,ta,ta,y,192,121,0,0,0,0,0,5,2008,wd ,262280
20,rl,9135,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,2002,2003,gable,compshg,vinylsd,vinylsd,brkface,113.0,gd,ta,pconc,gd,ta,av,glq,810.0,unf,0.0,726.0,1536.0,gasa,ex,y,sbrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,gd,7,typ,0,none,attchd,2002.0,rfn,2.0,532.0,ta,ta,y,192,74,0,0,0,0,0,12,2008,wd ,214000
20,rl,14115,pave,ir1,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,1story,6,7,1956,2004,gable,compshg,stone,stone,none,0.0,ta,ta,pconc,ta,ta,no,alq,296.0,glq,547.0,230.0,1073.0,gasa,ex,y,sbrkr,1811,0,0,1811,0.0,0.0,1,0,2,1,ex,6,typ,1,gd,attchd,1956.0,fin,2.0,470.0,ta,ta,y,0,0,280,0,0,0,0,7,2006,wd ,230000
60,rl,14154,pave,reg,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,2story,7,5,2006,2006,gable,compshg,vinylsd,vinylsd,brkface,350.0,gd,ta,pconc,ex,gd,no,unf,0.0,unf,0.0,1063.0,1063.0,gasa,ex,y,sbrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,gd,9,typ,1,gd,attchd,2006.0,rfn,3.0,947.0,ta,ta,y,192,62,0,0,0,0,0,8,2007,new,280000
20,c (all),6565,pave,reg,lvl,allpub,corner,gtl,idotrr,norm,norm,1fam,1story,4,6,1957,1980,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,glq,967.0,unf,0.0,106.0,1073.0,gasa,gd,y,fusea,1073,0,0,1073,1.0,0.0,1,0,3,1,ta,6,typ,0,none,detchd,1985.0,unf,2.0,720.0,ta,ta,y,0,444,0,0,0,0,0,8,2007,wd ,140000
60,rl,7700,pave,reg,lvl,allpub,inside,gtl,names,posn,norm,1fam,2story,6,5,1966,1966,gable,compshg,metalsd,metalsd,brkface,351.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,756.0,756.0,gasa,ta,y,sbrkr,1051,788,0,1839,0.0,0.0,1,1,4,1,ta,7,typ,1,ta,attchd,1966.0,unf,2.0,442.0,ta,ta,y,0,124,216,0,0,0,0,6,2010,wd ,155000
50,c (all),4761,pave,reg,lvl,allpub,corner,gtl,idotrr,norm,norm,1fam,1.5unf,3,3,1918,1950,gable,compshg,wd sdng,wd sdng,none,0.0,fa,fa,brktil,ta,fa,no,unf,0.0,unf,0.0,1020.0,1020.0,gasa,fa,n,fusep,1020,0,0,1020,0.0,0.0,1,0,2,1,fa,5,typ,0,none,0,1923.293236964378,0,0.0,0.0,0,0,n,0,0,105,0,0,0,0,10,2006,conld,64500
60,rl,12361,pave,ir1,lvl,allpub,culdsac,gtl,sawyerw,norm,norm,1fam,2story,6,7,1993,1993,gable,compshg,vinylsd,vinylsd,brkface,85.0,gd,gd,pconc,gd,ta,no,glq,860.0,unf,0.0,86.0,946.0,gasa,ex,y,sbrkr,964,838,0,1802,0.0,1.0,2,1,3,1,gd,8,typ,1,gd,2types,2000.0,rfn,4.0,1017.0,ta,ta,y,450,92,0,0,0,0,0,5,2010,wd ,218000
80,rl,9720,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,slvl,5,7,1977,1977,gable,compshg,plywood,vinylsd,brkface,51.0,ta,ta,cblock,ta,ex,av,alq,755.0,unf,0.0,240.0,995.0,gasa,ta,y,sbrkr,1009,0,0,1009,0.0,0.0,2,0,3,1,ta,6,typ,1,fa,detchd,1977.0,unf,2.0,576.0,ta,ta,y,0,0,0,0,0,0,0,6,2007,wd ,160000
20,fv,8640,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,24.0,unf,0.0,1314.0,1338.0,gasa,ex,y,sbrkr,1338,0,0,1338,0.0,0.0,2,0,3,1,gd,6,typ,0,none,attchd,2007.0,rfn,2.0,598.0,ta,ta,y,0,141,0,0,0,0,0,11,2007,new,208900
20,rl,47007,pave,ir1,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,5,7,1959,1996,gable,compshg,plywood,plywood,none,0.0,ta,ta,slab,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,ta,y,sbrkr,3820,0,0,3820,0.0,0.0,3,1,5,1,ex,11,typ,2,gd,attchd,1959.0,unf,2.0,624.0,ta,ta,y,0,372,0,0,0,0,0,7,2008,wd ,284700
160,fv,3180,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhse,2story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,689.0,689.0,gasa,ex,y,sbrkr,703,689,0,1392,0.0,0.0,2,0,2,1,gd,5,typ,0,none,detchd,2007.0,unf,2.0,540.0,ta,ta,y,0,102,0,0,0,0,0,3,2008,wd ,146000
120,rl,14963,pave,ir2,lvl,allpub,inside,gtl,veenker,norm,norm,twnhse,1story,8,5,1996,1996,gable,compshg,brkface,brkface,none,0.0,gd,ta,pconc,gd,ta,no,glq,786.0,unf,0.0,474.0,1260.0,gasa,ex,y,sbrkr,1288,0,0,1288,1.0,0.0,1,1,1,1,ex,4,typ,2,gd,attchd,1996.0,fin,2.0,500.0,ta,ta,y,120,30,0,0,224,0,0,12,2008,wd ,245500
45,rm,5000,pave,reg,bnk,allpub,inside,mod,brkside,norm,norm,1fam,1.5unf,6,7,1926,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,992.0,992.0,gasa,ex,y,sbrkr,1013,0,0,1013,0.0,0.0,1,0,3,1,ta,6,typ,0,none,detchd,1926.0,unf,1.0,160.0,fa,ta,y,0,0,101,0,0,0,0,4,2008,wd ,113000
20,rl,16870,pave,ir1,lvl,allpub,fr3,gtl,nridght,norm,norm,1fam,1story,8,5,2004,2005,hip,compshg,vinylsd,vinylsd,brkface,238.0,gd,ta,pconc,ex,ta,gd,glq,1531.0,unf,0.0,251.0,1782.0,gasa,ex,y,sbrkr,1782,0,0,1782,1.0,0.0,2,0,3,1,gd,7,typ,2,gd,attchd,2004.0,fin,3.0,932.0,ta,ta,y,99,82,0,0,0,0,0,4,2009,wd ,296000
20,rl,14157,pave,ir1,hls,allpub,corner,gtl,stonebr,norm,norm,1fam,1story,9,5,2005,2006,hip,compshg,vinylsd,vinylsd,stone,200.0,gd,ta,pconc,ex,ta,gd,glq,1249.0,unf,0.0,673.0,1922.0,gasa,ex,y,sbrkr,1922,0,0,1922,1.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2005.0,fin,3.0,676.0,ta,ta,y,178,51,0,0,0,0,0,7,2007,wd ,377426
20,rl,12456,pave,reg,lvl,allpub,fr2,gtl,nridght,norm,norm,1fam,1story,10,5,2006,2007,hip,compshg,cemntbd,cmentbd,stone,230.0,ex,ta,pconc,ex,ta,gd,glq,1172.0,unf,0.0,528.0,1700.0,gasa,ex,y,sbrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,ex,7,typ,1,gd,attchd,2008.0,fin,3.0,786.0,ta,ta,y,216,48,0,0,0,0,0,7,2009,wd ,337500
20,rl,14836,pave,ir1,hls,allpub,inside,mod,nridght,norm,norm,1fam,1story,10,5,2004,2005,hip,compshg,cemntbd,cmentbd,stone,730.0,ex,ta,pconc,ex,ta,gd,glq,2146.0,unf,0.0,346.0,2492.0,gasa,ex,y,sbrkr,2492,0,0,2492,1.0,0.0,2,1,2,1,ex,8,typ,1,ex,attchd,2004.0,fin,3.0,949.0,ta,ta,y,226,235,0,0,0,0,0,2,2009,wd ,552000
50,rl,6956,pave,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1.5fin,4,7,1948,1950,gable,compshg,vinylsd,vinylsd,none,0.0,ta,gd,cblock,fa,ta,mn,unf,0.0,unf,0.0,624.0,624.0,gasa,ex,y,sbrkr,624,312,0,936,0.0,0.0,1,0,3,1,ta,5,typ,0,none,attchd,1948.0,unf,1.0,265.0,ta,po,y,0,0,0,0,0,0,0,4,2006,wd ,97900
20,fv,7862,pave,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,6,5,2009,2009,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,27.0,unf,0.0,1191.0,1218.0,gasa,ex,y,sbrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,gd,4,typ,0,none,attchd,2009.0,fin,2.0,676.0,ta,ta,y,0,102,0,0,0,0,0,9,2009,new,208300
60,rl,11050,pave,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,2story,7,5,1996,1997,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,mn,unf,0.0,unf,0.0,910.0,910.0,gasa,ex,y,sbrkr,910,910,0,1820,0.0,0.0,2,1,3,1,gd,8,typ,1,ta,attchd,1996.0,unf,3.0,816.0,ta,ta,y,318,32,0,0,0,0,0,9,2008,wd ,213000
60,rl,8924,pave,ir1,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,2story,7,5,1998,1999,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,880.0,880.0,gasa,ex,y,sbrkr,880,844,0,1724,0.0,0.0,2,1,3,1,gd,8,typ,0,none,attchd,1998.0,fin,2.0,527.0,ta,ta,y,120,155,0,0,0,0,0,7,2008,wd ,188000
20,rl,9610,pave,ir1,lvl,allpub,corner,gtl,names,feedr,norm,1fam,1story,6,6,1958,1958,hip,compshg,wd sdng,wd sdng,brkface,632.0,ta,ta,cblock,ta,ta,no,rec,203.0,unf,0.0,918.0,1121.0,gasa,ex,y,fusea,1336,0,0,1336,0.0,0.0,1,1,3,1,ta,7,typ,1,ta,attchd,1958.0,rfn,2.0,488.0,ta,ta,y,80,0,0,0,0,0,0,12,2006,wd ,162000
50,rm,13710,pave,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1.5fin,5,5,1950,1950,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,blq,420.0,unf,0.0,490.0,910.0,gasa,ta,y,fusea,910,648,0,1558,0.0,0.0,1,1,4,1,ta,6,typ,0,none,attchd,1950.0,unf,1.0,282.0,ta,ta,y,289,0,0,0,0,0,0,6,2007,wd ,152000
